"field_code","label","data_type","pillar","category","polarity","unit","definition","definition_source"
"TR.COMMUNICATIONOFSUPPLYCHAINPOLICY","Communication of Supply Chain Social Policy","Boolean","Social","Human Rights","Positive","Yes/No","Does the company communicate its social and labour standards requirements to suppliers?","[M22] scored data point, Human Rights category"
"TR.SOCIALSUPPLYCHAINPOLICY","Social Supply Chain Policy","Boolean","Social","Human Rights","Positive","Yes/No","Does the company have a formal policy addressing social and labour standards across its supply chain?","[M22] scored data point, Human Rights category"
"TR.SOCIALSUPPLYPOLICYINTEGRATION","Social Supply Chain Policy Integration","Boolean","Social","Human Rights","Positive","Yes/No","Are social and labour standards requirements integrated into the company's procurement and supplier selection processes?","[M22] scored data point, Human Rights category"
"TR.SOCIALSUPPLYRISKASSESSMENT","Social Supply Chain Risk Assessment","Boolean","Social","Human Rights","Positive","Yes/No","Does the company systematically assess social and labour risks in its supply chain through supplier assessments or audits?","[M22] scored data point, Human Rights category"
"TR.FINDINGSFROMSUPPLIERMONITORING","Findings from Supplier Monitoring","Boolean","Social","Human Rights","Positive","Yes/No","Does the company disclose findings from supplier monitoring activities, including non-conformances with its social supply chain standards?","[M22] scored data point, Human Rights category"
"TR.POLICYLOCALSOURCING","Local Sourcing Policy","Boolean","Social","Human Rights","Positive","Yes/No","Does the company have a policy to prioritise local or regional sourcing of goods and services?","[GRI 204-1]; [M22]"
"TR.POLICYBUSINESSETHICS","Business Ethics Policy","Boolean","Social","Community","Positive","Yes/No","Does the company have a formal code of business ethics or code of conduct covering conflicts of interest, anti-corruption, and compliance with laws and regulations?","[GRI 205]; [M22] scored data point, Community category"
"TR.POLICYBRIBERYANDCORRUPTION","Anti-Bribery and Corruption Policy","Boolean","Social","Community","Positive","Yes/No","Does the company have a specific, formally documented policy prohibiting bribery, kickbacks, and other corrupt practices in all its business dealings?","[GRI 205]; UN Convention Against Corruption; [M22]"
"TR.POLICYFAIRCOMPETITION","Fair Competition Policy","Boolean","Social","Community","Positive","Yes/No","Does the company have a policy on compliance with competition laws and fair competition practices, prohibiting anti-competitive behaviour?","[GRI 206]; [M22] scored data point, Community category"
"TR.WHISTLEBLOWERPROTECTION","Whistleblower Protection","Boolean","Social","Community","Positive","Yes/No","Does the company have formal mechanisms to protect employees who report unethical conduct, fraud, or legal violations from retaliation?","[GRI 2-26]; [M22]"
"TR.IMPROVEMENTTOOLSBUSINESSETHICS","Business Ethics Improvement Tools","Boolean","Social","Community","Positive","Yes/No","Does the company use specific tools or processes to improve business ethics and compliance (e.g. ethics hotlines, compliance training)?","[GRI 205]; [M22] scored data point, Community category"
"TR.OECDGUIDELINESMULTIENTERPRISES","Adherence to OECD Guidelines for Multinational Enterprises","Boolean","Social","Community","Positive","Yes/No","Does the company explicitly endorse or adhere to the OECD Guidelines for Multinational Enterprises?","[M22] scored data point, Community category"
"TR.CORRUPTIONDUEDILIGENCE","Anti-Corruption Due Diligence","Boolean","Social","Community","Positive","Yes/No","Does the company conduct due diligence to identify and mitigate corruption risks in its operations and business relationships?","[GRI 205]; [M22]"
"TR.CORRUPTIONRISKASSESSMENT","Corruption Risk Assessment","Boolean","Social","Community","Positive","Yes/No","Does the company formally assess the risk of corruption and bribery across its operations by geography or business unit?","[GRI 205]; [M22]"
"TR.CORRUPTIONOVERSIGHT","Anti-Corruption Oversight","Boolean","Social","Community","Positive","Yes/No","Does the company have board-level or senior management oversight of anti-corruption compliance, including regular reporting to the board?","[GRI 205]; [M22]"
"TR.CORRUPTIONTRAINING","Anti-Corruption Training","Boolean","Social","Community","Positive","Yes/No","Does the company provide regular anti-corruption and anti-bribery training to relevant employees?","[GRI 205-2]; [M22]"
"TR.CORRUPTIONINTERMEDIARIESPROCEDURES","Anti-Corruption Procedures for Intermediaries","Boolean","Social","Community","Positive","Yes/No","Does the company have specific procedures to manage corruption risks associated with the use of third-party intermediaries (agents, distributors)?","[GRI 205]; [M22]"
"TR.CORRUPTIONPROCEDURESFORHIGHRISKOPERATIONS","Anti-Corruption Procedures for High-Risk Operations","Boolean","Social","Community","Positive","Yes/No","Does the company have enhanced anti-corruption procedures for operations in high-risk jurisdictions or high-risk business activities?","[GRI 205]; [M22]"
"TR.EITI","EITI Supporter or Signatory","Boolean","Social","Community","Positive","Yes/No","Is the company a supporter or signatory of the Extractive Industries Transparency Initiative (EITI), which promotes transparency in payments from companies to governments in oil, gas, and mining?","[M22] scored data point, Community category"
"TR.POLICYCOMMUNITYINVOLVEMENT","Community Involvement Policy","Boolean","Social","Community","Positive","Yes/No","Does the company have a formal policy on community engagement and social investment?","[GRI 413]; [M22] scored data point, Community category"
"TR.DONATIONSTOTAL","Total Charitable Donations","Numeric","Social","Community","Positive","Local currency","Total value of cash and in-kind donations made by the company to charitable organisations and community initiatives.","[GRI 201-1]; [M22] scored data point, Community category"
"TR.COMMUNITYWORK","Community Engagement Work","Boolean","Social","Community","Positive","Yes/No","Does the company have substantive community engagement programmes, such as employee volunteering, skills-sharing, or local community development initiatives?","[GRI 413]; [M22] scored data point, Community category"
"TR.PRINCIPLESFORCOMMUNITYINVESTMENTS","Principles for Community Investments","Boolean","Social","Community","Positive","Yes/No","Does the company use formal principles or frameworks to guide and measure the effectiveness of its community investment programmes (e.g. LBG methodology)?","[M22] scored data point, Community category"
"TR.MICROFINANCEIMPACTINVESTMENT","Microfinance and Impact Investment","Boolean","Social","Community","Positive","Yes/No","Does the company (typically a financial institution) provide microfinance, impact investment, or social lending products targeting underserved communities? Industry-specific.","[M22] scored data point, Community category"
"TR.BOTTOMPYRAMIDPRICING","Bottom of Pyramid Pricing Strategy","Boolean","Social","Community","Positive","Yes/No","Does the company have a strategy to make its products or services accessible to low-income populations through differentiated pricing or subsidised access programmes?","[M22] scored data point, Community category"
"TR.DISEASESDEVELOPINGWORLD","Diseases in the Developing World Programmes","Boolean","Social","Community","Positive","Yes/No","Does the company have programmes addressing diseases disproportionately affecting developing countries, including access to medicines or donated healthcare services? Particularly relevant for healthcare and pharmaceutical sectors.","[M22] scored data point, Community category"
"TR.CRISISMGTSYSTEMS","Crisis Management Systems","Boolean","Social","Community","Positive","Yes/No","Does the company have formal crisis management and business continuity systems to respond to major incidents affecting communities, employees, or operations?","[M22] scored data point, Community category"
"TR.POLITICALCONTRIBUTIONS","Political Contributions Disclosed","Boolean","Social","Community","Negative","Yes/No","Does the company disclose its political contributions — direct or indirect payments to political parties, candidates, or political action committees? Negative polarity: non-disclosure or large political contributions are a governance/community risk.","[GRI 415]; [M22] scored data point, Community category"
"TR.SUPPLIERPOLICYANIMALWELFARE","Supplier Animal Welfare Policy","Boolean","Social","Community","Positive","Yes/No","Does the company require suppliers — particularly in agriculture, food processing, and animal products — to meet animal welfare standards consistent with Five Freedoms principles or equivalent?","[M22] scored data point, Community category"
"TR.POLICYDATAPRIVACY","Data Privacy Policy","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have a publicly available, comprehensive data privacy policy covering how it collects, stores, uses, and protects personal data of customers and employees? Proxy variable for the Product Responsibility category materiality matrix (Data privacy theme). Listed as TR.PolicyDataPrivacy.","[GRI 418]; [M22] materiality matrix — 'Data privacy' theme proxy (TR.PolicyDataPrivacy)"
"TR.POLICYCYBERSECURITY","Cyber Security Policy","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have a formal cybersecurity policy covering the protection of its IT systems, data assets, and customer data from cyber threats?","[M22] scored data point, Product Responsibility category"
"TR.POLICYRESPONSIBLEMARKETING","Responsible Marketing Policy","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have a policy on responsible or ethical marketing practices, including commitments not to make misleading claims and to avoid marketing to vulnerable consumers? Proxy variable for the Product Responsibility category materiality matrix (Responsible marketing theme). Listed as TR.PolicyResponsibleMarketing.","[M22] materiality matrix — 'Responsible marketing' theme proxy (TR.PolicyResponsibleMarketing)"
"TR.POLICYFAIRTRADE","Fair Trade Policy","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have a policy on fair trade practices, including sourcing certified fair trade products or ensuring fair prices and working conditions for producers in its supply chain?","[M22] scored data point, Product Responsibility category"
"TR.PRODUCTQUALITYMONITORING","Product Quality Monitoring","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have formal processes for monitoring and ensuring the quality and safety of its products throughout their lifecycle? Proxy variable for the Product Responsibility category materiality matrix (Product quality theme). Listed as TR.ProductQualityMonitoring.","[GRI 416]; [M22] materiality matrix — 'Product quality' theme proxy (TR.ProductQualityMonitoring)"
"TR.POLICYCUSTOMERHEALTHSAFETY","Customer Health and Safety Policy","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have a formal policy to protect the health and safety of customers in the use of its products or services?","[GRI 416]; [M22] scored data point, Product Responsibility category"
"TR.ISO9000","ISO 9001 / Quality Management System Certification","Boolean","Social","Product Responsibility","Positive","Yes/No","Is the company or its key operations certified to ISO 9001 or an equivalent quality management system standard?","[M22] scored data point, Product Responsibility category"
"TR.SIXSIGMAQMS","Six Sigma or Advanced Quality Management System","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company apply Six Sigma, Lean, or other advanced quality improvement methodologies in its operations?","[M22] scored data point, Product Responsibility category"
"TR.CUSTOMERSATISFACTION","Customer Satisfaction","Numeric","Social","Product Responsibility","Positive","Index or %","Customer satisfaction score, Net Promoter Score (NPS), or similar measure of customer perception of product and service quality.","[GRI 416]; [M22] scored data point, Product Responsibility category"
"TR.PRODUCTACCESSLOWPRICE","Product Access for Low-Income Consumers","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have programmes to make its products or services more accessible to lower-income consumers through differentiated pricing or subsidies?","[M22] scored data point, Product Responsibility category"
"TR.HEALTHYPRODUCTS","Healthy Products Initiatives","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have programmes to develop or expand healthier product options in its portfolio? Particularly relevant for food, beverage, tobacco, and pharmaceuticals.","[M22] scored data point, Product Responsibility category"
"TR.RETAILINGRESPONSIBILITY","Responsible Retailing","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have programmes for responsible retailing, including responsible sale of age-restricted products and prevention of sales to underage consumers?","[M22] scored data point, Product Responsibility category"
"TR.ANIMALWELLBEING","Animal Wellbeing Policy","Boolean","Social","Product Responsibility","Positive","Yes/No","Does the company have a policy on animal welfare across its own operations and supply chain, aligned with Five Freedoms principles?","[M22] scored data point, Product Responsibility category"
"TR.ARMAMENTS","Arms Manufacturing Revenue","Text/Categorical","Social","Product Responsibility","Negative","Yes/No/Revenue %","Does the company derive revenues from the manufacture or sale of conventional weapons or military equipment? Used as a controversial activity screen.","[M22] scored data point, Product Responsibility category"
"TR.PORNOGRAPHY","Pornography Revenue","Text/Categorical","Social","Product Responsibility","Negative","Yes/No","Does the company derive revenues from the production or distribution of pornographic content? Used as a values-based investment screen.","[M22] scored data point, Product Responsibility category"
"TR.CONTRACEPTIVES","Contraceptives Revenue","Text/Categorical","Social","Product Responsibility","Categorical","Yes/No","Does the company derive revenues from the manufacture or sale of contraceptive products? Used as a screen in faith-based investment strategies.","[M22] scored data point, Product Responsibility category"
"TR.OBESITYRISK","Obesity Risk Products","Text/Categorical","Social","Product Responsibility","Negative","Yes/No","Are the company's products associated with increased risk of obesity (e.g. high-sugar beverages, ultra-processed foods)? Used in health-focused investment screens.","[M22] scored data point, Product Responsibility category"
"TR.CLUSTERBOMBS","Cluster Munitions Manufacturing","Text/Categorical","Social","Product Responsibility","Negative","Yes/No","Is the company involved in the manufacture of cluster munitions, which are banned under the Convention on Cluster Munitions? A hard exclusion screen in most responsible investment frameworks.","[M22] scored data point, Product Responsibility category"
"TR.ANTIPERSONNELLANDMINES","Anti-Personnel Landmines Manufacturing","Text/Categorical","Social","Product Responsibility","Negative","Yes/No","Is the company involved in the manufacture of anti-personnel landmines, banned under the Ottawa Treaty? A hard exclusion screen in responsible investment frameworks.","[M22] scored data point, Product Responsibility category"
"TR.ABORTIFACIENTS","Abortifacients Products","Text/Categorical","Social","Product Responsibility","Categorical","Yes/No","Does the company manufacture or sell pharmaceutical products classified as abortifacients? Used as a screen in faith-based investment strategies.","[M22] scored data point, Product Responsibility category"
"TR.PORKPRODUCTS","Pork Products Revenue","Text/Categorical","Social","Product Responsibility","Categorical","Yes/No","Does the company derive revenues from the production or sale of pork or pork-derived products? Used as a screen in Halal and Kosher-compliant investment strategies.","[M22] scored data point, Product Responsibility category"
"TR.EMBRYONICSTEMCELLRESEARCH","Embryonic Stem Cell Research","Text/Categorical","Social","Product Responsibility","Categorical","Yes/No","Does the company conduct research using human embryonic stem cells? Used as a screen in certain values-based and faith-based investment strategies.","[M22] scored data point, Product Responsibility category"
"TR.BOARDMEETINGATTENDANCEAVG","Average Board Meeting Attendance Rate","Numeric","Governance","Management","Positive","%","Average attendance rate of directors at board meetings during the reporting period. Higher attendance indicates greater board engagement.","[GRI 2-9]; [M22] scored data point, Management category"
"TR.CRITICALCOUNTRY1","Operations in Countries with Human Rights Concerns","Boolean","Governance","Shareholders","Negative","Yes/No","Does the company have significant operations in countries with documented human rights concerns, governance deficiencies, or under international sanctions? Negative polarity. Note: per LSEG methodology, for TR.CriticalCountry1 a default value of 1 is assigned for 'Null', assuming those companies do not have operations in the listed critical countries (exceptional default rule).","[M22] Step 1 — explicit default value note for TR.CriticalCountry1"
"TR.CRITICALCOUNTRY2","Operations in Sanctioned Countries","Boolean","Governance","Shareholders","Negative","Yes/No","Does the company have operations in countries subject to international sanctions (e.g. UN, EU, US OFAC sanctions lists)? Negative polarity.","[M22] scored data point, Shareholders category"
"TR.GOLDENPARACHUTE","Golden Parachute Provisions","Boolean","Governance","Shareholders","Negative","Yes/No","Does the company have employment contract provisions granting significant compensation to executives upon termination following a change of control? Negative polarity: can discourage value-enhancing takeovers.","[M22] scored data point, Shareholders category"
"TR.ONESHAREONEVOTE","One Share, One Vote","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company operate a one-share-one-vote structure, ensuring economic and voting interests are aligned? Absence of dual-class structures is generally a positive governance feature.","[M22] scored data point, Shareholders category"
"TR.SUPERMAJORITYVOTE","Supermajority Vote Required","Boolean","Governance","Shareholders","Negative","Yes/No","Does the company require a supermajority vote (typically 66.7% or 75%) for key corporate decisions such as mergers or charter amendments? Can entrench management by making change more difficult. Negative polarity.","[M22] scored data point, Shareholders category"
"TR.AUDITORTENURE","External Auditor Tenure","Numeric","Governance","Shareholders","Negative","Years","Number of consecutive years the current external audit firm has audited the company's financial statements. Very long tenure may compromise auditor independence. Negative polarity when tenure exceeds best practice thresholds.","[M22] scored data point, Shareholders category; IAASB auditor independence standards"
"TR.BOARDSIZE","Board Size","Numeric","Governance","Management","Positive","Number of members","Total number of members sitting on the company's board of directors. LSEG considers boards of 8–10 members as optimal; very small or very large boards may receive lower scores. Proxy for the Management category (Board structure theme).","[M22] scored data point, Management category; [GRI 2-9]"
"TR.ANALYTICINDEPBOARD","Board Independence (%)","Numeric (0-100)","Governance","Management","Positive","%","Percentage of board members classified as independent (i.e. having no material relationship with the company, its management, or controlling shareholders). A higher proportion of independent directors is associated with stronger oversight and lower agency risk. Proxy variable for the Management category (Board independence theme).","[M22] scored data point, Management category; [GRI 2-9]"
"TR.ANALYTICBOARDFEMALE","Women on Board (%)","Numeric (0-100)","Governance","Management","Positive","%","Percentage of board seats held by women. Reflects gender diversity at the highest level of corporate governance. Proxy variable for the Management category (Board diversity theme). Listed as TR.AnalyticBoardFemale in the LSEG materiality matrix.","[GRI 405-1]; [M22] materiality matrix — 'Board diversity' theme proxy (TR.AnalyticBoardFemale)"
"TR.BOARDTERMDURATION","Board Term Duration","Numeric","Governance","Management","Negative","Years","Maximum or standard term length (in years) for which a director is elected or re-elected to the board before standing for re-election. Shorter terms with more frequent re-elections are generally considered better practice as they enhance director accountability to shareholders.","[M22] scored data point, Management category"
"TR.BOARDSTRUCTURETYPE","Board Structure Type","Text/Categorical","Governance","Management","Categorical","Text (e.g. 'One-Tier', 'Two-Tier')","Indicates whether the company operates a one-tier board structure (single board combining executive and non-executive directors, common in Anglo-Saxon markets) or a two-tier structure (separate supervisory and management boards, common in Continental Europe and Germany). The structure affects how independence and committee composition are assessed.","[M22] Step 1 — board structure type used to determine scoring rules for independence and committee composition"
"TR.AUDITCOMM","Audit Committee","Boolean","Governance","Management","Positive","Yes/No","Does the company have a formally constituted audit committee (or equivalent supervisory body) responsible for overseeing financial reporting, internal controls, and external audit relationships? Existence of an audit committee is a baseline governance requirement under most national corporate governance codes.","[M22] scored data point, Management category; [GRI 2-9]"
"TR.COMPCOMM","Compensation Committee","Boolean","Governance","Management","Positive","Yes/No","Does the company have a formally constituted compensation (remuneration) committee responsible for setting and overseeing executive pay policies and determining individual executive compensation packages?","[M22] scored data point, Management category; [GRI 2-9]"
"TR.NOMINATIONCOMM","Nomination Committee","Boolean","Governance","Management","Positive","Yes/No","Does the company have a formally constituted nomination committee (or nominating/governance committee) responsible for identifying and recommending candidates for board membership and overseeing board succession planning?","[M22] scored data point, Management category; [GRI 2-9]"
"TR.CORPORATEGOVERNANCECOMM","Corporate Governance Committee","Boolean","Governance","Management","Positive","Yes/No","Does the company have a formally constituted corporate governance committee (distinct from the nomination or audit committee) specifically responsible for developing, monitoring, and reporting on the company's corporate governance practices and policies?","[M22] scored data point, Management category"
"TR.ANALYTICCURRENTCEOCHAIRMANDUALITY","CEO–Chairman Duality","Boolean","Governance","Management","Negative","Yes/No","Indicates whether the roles of Chief Executive Officer (CEO) and Board Chairman are held by the same individual. Duality is generally viewed negatively from a governance perspective as it concentrates power, reduces board independence, and weakens oversight of management. Negative polarity: a score of 1 (duality exists) lowers the company's governance score.","[M22] scored data point, Management category; proxy: TR.AnalyticCurrentCEOChairmanDuality"
"TR.BOARDSUCCESSIONPLAN","Board Succession Plan","Boolean","Governance","Management","Positive","Yes/No","Does the company have a formal succession plan for key board positions, including the Chairman and independent directors, to ensure continuity of board leadership and avoid governance gaps?","[M22] scored data point, Management category"
"TR.ANALYTICEXPERIENCEDBOARD","Experienced Board Score","Boolean","Governance","Management","Positive","Yes/No or Score","Indicates whether board members collectively possess adequate relevant experience (industry expertise, financial literacy, or executive leadership background) to effectively oversee company strategy and risk. Assessed based on disclosed director biographies and backgrounds.","[M22] scored data point, Management category — board background and experience theme"
"TR.SENIOREXECSTOTALCOMP","Senior Executives Total Compensation","Numeric","Governance","Shareholders","Negative","Local currency","Total compensation (salary, bonus, long-term incentives, benefits, and other remuneration) paid to the company's senior executive team (typically the named executive officers disclosed in the proxy statement or remuneration report). Proxy variable for the Shareholders category (Executive compensation theme). Listed as TR.AnalyticSeniorExecsTotalComp in the LSEG materiality matrix.","[M22] materiality matrix — 'Executive compensation' theme proxy (TR.AnalyticSeniorExecsTotalComp)"
"TR.ANALYTICHIGHESTREMUNERATION","Highest Individual Remuneration (CEO Pay)","Numeric","Governance","Shareholders","Negative","Local currency","Total remuneration paid to the highest-paid executive (typically the CEO) during the reporting period, including all fixed and variable pay components. High absolute remuneration levels relative to peers or to company performance may be considered excessive.","[M22] scored data point, Shareholders category"
"TR.CEOCOMPTSR","CEO Compensation Linked to TSR","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company link a portion of CEO compensation to total shareholder return (TSR) — absolute or relative to a peer group — as a performance condition for long-term incentive vesting? Alignment of CEO pay with shareholder returns is considered a positive governance practice.","[M22] scored data point, Shareholders category"
"TR.ANALYTICEXECCOMPPOLICY","Executive Compensation Policy Disclosed","Boolean","Governance","Shareholders","Positive","Yes/No","Has the company publicly disclosed a formal executive compensation policy describing the principles, structure, and performance conditions governing pay for senior executives? Disclosure of compensation policy is a prerequisite for shareholders to assess pay governance.","[M22] scored data point, Shareholders category"
"TR.ANALYTICEXECCOMPLTOBJECTIVOS","Long-Term Performance Objectives in Executive Compensation","Boolean","Governance","Shareholders","Positive","Yes/No","Does executive compensation include long-term performance objectives — i.e. are a meaningful portion of incentives tied to multi-year financial or operational targets rather than annual metrics alone? Long-term orientation in pay design is associated with better alignment between executive incentives and sustained shareholder value creation.","[M22] scored data point, Shareholders category"
"TR.ANALYTICCSRCOMPINCENTIVES","CSR/ESG Incentives in Executive Compensation","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company incorporate ESG, sustainability, or CSR performance metrics into executive compensation (e.g. as a modifier or distinct KPI in annual or long-term incentive plans)? Inclusion of ESG metrics in pay design is seen as a signal that the board takes sustainability performance seriously.","[M22] scored data point, Shareholders category; proxy: TR.AnalyticCSRCompIncentives"
"TR.SHAREHOLDERAPPROVALSTOCKCOMPPLAN","Shareholder Approval of Stock Compensation Plan","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company submit its equity-based compensation plans (stock options, restricted stock units, performance shares) to a shareholder vote for approval? Shareholder approval of equity plans is a fundamental governance safeguard against dilutive or excessive compensation schemes.","[M22] scored data point, Shareholders category"
"TR.BOARDMEMBERLTCOMPINCENTIVES","Board Member Long-Term Compensation Incentives","Boolean","Governance","Shareholders","Positive","Yes/No","Are non-executive board members compensated with a meaningful long-term component (e.g. restricted shares, deferred compensation) rather than purely cash-based fees? Long-term equity ownership by directors aligns board incentives with sustained shareholder value.","[M22] scored data point, Shareholders category"
"TR.BONUSCAPSENIOREXECUTIVES","Bonus Cap for Senior Executives","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company have a formal cap on variable (bonus) compensation for senior executives, limiting maximum annual bonus as a multiple of base salary? Bonus caps reduce the risk of excessive risk-taking incentivised by uncapped variable pay.","[M22] scored data point, Shareholders category; CRD IV (EU banking bonus cap framework)"
"TR.CEOCLAWBACK","CEO Clawback Policy","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company have a formal clawback (malus and recoupment) policy specifically applying to CEO compensation, enabling the company to recoup previously paid or vested compensation in the event of financial restatement, misconduct, or other defined triggers?","[M22] scored data point, Shareholders category; SEC Rule 10D-1 (Dodd-Frank clawback rules)"
"TR.EXECUTIVECLAWBACK","Executive Clawback Policy","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company have a formal clawback policy applicable to the broader senior executive team (beyond the CEO), allowing recoupment of compensation in cases of misconduct, material financial misstatement, or other defined events?","[M22] scored data point, Shareholders category"
"TR.CONTROVMGTCOMP","Management Compensation Controversy","Boolean","Governance","Shareholders","Negative","Yes/No","Has the company been subject to significant controversy or negative media coverage related to executive compensation practices, including failed say-on-pay votes, excessive pay awards, or public criticism of pay-for-performance misalignment? Negative polarity: presence of controversy lowers the governance score.","[M22] scored data point, Shareholders category — controversies overlay"
"TR.INTERNALAUDITDEPREPORTING","Internal Audit Function Reporting Independence","Boolean","Governance","Shareholders","Positive","Yes/No","Does the company's internal audit function report directly to the audit committee (or board) rather than solely to management? Independent reporting lines for internal audit strengthen oversight of financial controls and reduce the risk of management interference.","[M22] scored data point, Shareholders category; IIA International Standards for the Professional Practice of Internal Auditing"
"TR.CSRREPORTING","CSR/Sustainability Report Published","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the company publish a standalone corporate social responsibility (CSR), sustainability, or ESG report disclosing its environmental, social, and governance performance? Publication of a dedicated report is the foundational indicator of ESG transparency and is the primary proxy variable for the CSR Strategy category.","[M22] materiality matrix — 'CSR reporting' theme proxy (TR.CSRReporting)"
"TR.CSRREPORTINGGRI","CSR Report Follows GRI Framework","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the company's CSR or sustainability report follow the Global Reporting Initiative (GRI) Standards (or earlier GRI Guidelines)? Use of GRI enhances comparability and credibility of ESG disclosures by adhering to an internationally recognised reporting framework.","[GRI 1]; [M22] scored data point, CSR Strategy category"
"TR.CSRREPORTINGEXTERNALAUDIT","CSR Report Externally Audited/Assured","Boolean","Governance","CSR Strategy","Positive","Yes/No","Has the company's CSR or sustainability report (or a material portion of the ESG data within it) been externally assured or verified by an independent third party? External assurance increases the reliability and credibility of disclosed ESG data.","[M22] scored data point, CSR Strategy category; ISAE 3000; AA1000AS"
"TR.SUSTAINABILITYCOMM","Sustainability Committee","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the company have a formally constituted sustainability, CSR, or ESG committee — at board level or senior management level — responsible for overseeing sustainability strategy, targets, and performance?","[M22] scored data point, CSR Strategy category"
"TR.INTEGRATEDSTRATEGYMDA","ESG Integrated in Strategy / MD&A","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the company integrate ESG considerations into its business strategy and discuss ESG risks and opportunities in its management discussion and analysis (MD&A) section of the annual report? Integration of ESG into mainstream financial reporting signals that sustainability is embedded in corporate strategy rather than treated as a peripheral activity.","[M22] scored data point, CSR Strategy category; IIRC Integrated Reporting Framework"
"TR.GLOBALCOMPACT","UN Global Compact Signatory","Boolean","Governance","CSR Strategy","Positive","Yes/No","Is the company a signatory to the United Nations Global Compact (UNGC), committing to uphold its ten principles on human rights, labour, environment, and anti-corruption, and to submit an annual Communication on Progress (COP)?","[UNGC] Ten Principles; [M22] scored data point, CSR Strategy category"
"TR.UNPRISIGNATORY","UN PRI Signatory","Boolean","Governance","CSR Strategy","Positive","Yes/No","Is the company (or its asset management arm) a signatory to the United Nations Principles for Responsible Investment (UN PRI), committing to incorporate ESG factors into investment analysis, decision-making, and active ownership practices? Primarily relevant for financial institutions and asset managers.","[UN PRI] Six Principles; [M22] scored data point, CSR Strategy category"
"TR.STAKEHOLDERENGAGEMENT","Stakeholder Engagement Policy","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the company have a formal, documented policy or programme for engaging with key stakeholders (employees, customers, suppliers, communities, investors, and NGOs) to understand their concerns and incorporate stakeholder perspectives into business strategy and ESG reporting?","[GRI 2-29]; [M22] scored data point, CSR Strategy category"
"TR.POLICYTAXTRANSPARENCY","Tax Transparency Policy","Boolean","Governance","CSR Strategy","Positive","Yes/No","Does the company have a formal policy committing to transparency in its tax affairs, including disclosure of its approach to tax planning, governance of tax risk, and (where applicable) country-by-country reporting of revenues, profits, and taxes paid?","[GRI 207]; [M22] scored data point, CSR Strategy category"
"TR.BOARDMEETINGS","Number of Board Meetings","Numeric","Governance","Management","Positive","Number of meetings","Total number of formal board of directors meetings held during the reporting period. A higher number of meetings generally reflects greater board engagement, though very high frequency may signal governance difficulties. Assessed alongside attendance rates.","[GRI 2-9]; [M22] scored data point, Management category"
"TR.COMMMEETINGSATTENDANCEAVG","Average Committee Meeting Attendance Rate","Numeric","Governance","Management","Positive","%","Average attendance rate of members across the company's board-level committees (audit, compensation, nomination) during the reporting period. Complements board-level attendance data and reflects engagement at the committee level where key governance decisions are prepared.","[M22] scored data point, Management category"
"TR.ANALYTICCHAIRPERSONINDEPENDENT","Independent Chairperson","Boolean","Governance","Management","Positive","Yes/No","Indicates whether the board chairperson is classified as independent — i.e. has no material relationship with the company, its management, or controlling shareholders. An independent chair is considered best practice in one-tier board systems as it separates the leadership of the board from the executive team.","[M22] scored data point, Management category; proxy: TR.AnalyticChairpersonIndependent"
"TR.LEADINDEPENDENTDIRECTOR","Lead Independent Director","Boolean","Governance","Management","Positive","Yes/No","Does the company designate a lead independent director (or senior independent director) to provide independent leadership on the board, particularly in situations where the chairman is not independent or where CEO–chairman duality exists? A lead independent director serves as a counterbalance to management-dominated boards.","[M22] scored data point, Management category"
"TR.BOARDCONFLICTSOFINTEREST","Board Conflicts of Interest Policy","Boolean","Governance","Management","Positive","Yes/No","Does the company have a formal policy requiring board members to identify, disclose, and manage conflicts of interest, including procedures for recusal from relevant board decisions? Effective conflicts-of-interest management is a foundational element of board integrity.","[M22] scored data point, Management category"
"TR.BOARDEFFECTIVENESSREVIEW","Board Effectiveness Review","Boolean","Governance","Management","Positive","Yes/No","Does the company conduct regular formal evaluations of the board's collective performance and effectiveness, and disclose the process and key outcomes? Board evaluations — ideally conducted by an external facilitator on a periodic basis — are considered best practice under most national governance codes.","[M22] scored data point, Management category"
