Instrument,Year,AsOfDate,Currency,MarketCap_EUR
BAWG.VI,2024,2024-12-31,EUR,6284070000.0
RAND.AS,2024,2024-12-31,EUR,10429888321.44
ANTO.L,2024,2024-12-31,EUR,18942324295.0556
VOWG_p.DE,2024,2024-12-31,EUR,44336119440.8
OREP.PA,2024,2024-12-31,EUR,182654538740.1
R3NK.DE,2024,2024-12-31,EUR,1876600000.0
ICAG.L,2024,2024-12-31,EUR,17707324456.0342
REP.MC,2024,2024-12-31,EUR,13763759859.57
DHER.DE,2024,2024-12-31,EUR,7825104441.0
ORSTED.CO,2024,2024-12-31,EUR,18958468113.7398
EVKn.DE,2024,2024-12-31,EUR,7789190000.0
FREG.DE,2024,2024-12-31,EUR,18862816406.73
SECUb.ST,2024,2024-12-31,EUR,6830493099.18914
TEL2b.ST,2024,2024-12-31,EUR,6752378805.63647
JYSK.CO,2024,2024-12-31,EUR,4412918415.2571
AALB.AS,2024,2024-12-31,EUR,3797324136.68
GJFG.OL,2024,2024-12-31,EUR,8726298410.46808
MANTA.HE,2024,2024-12-31,EUR,2258113809.984
RIO.L,2024,2024-12-31,EUR,97566918426.2737
HLN.L,2024,2024-12-31,EUR,41288973070.6073
MAERSKb.CO,2024,2024-12-31,EUR,25962494804.8295
RKT.L,2024,2024-12-31,EUR,38554309947.6092
VALMT.HE,2024,2024-12-31,EUR,4413948151.6
SGEF.PA,2024,2024-12-31,EUR,58030410624.2
ENX.PA,2024,2024-12-31,EUR,11288705408.1
ALVG.DE,2024,2024-12-31,EUR,114614269436.8
LSEG.L,2024,2024-12-31,EUR,72474937226.4805
QIA.DE,2024,2024-12-31,EUR,9640866575.32754
HOLN.S,2024,2024-12-31,EUR,27540989075.0648
GASI.MI,2024,2024-12-31,EUR,43315992110.4
ICGIN.L,2024,2024-12-31,EUR,7256074470.79869
HUH1V.HE,2024,2024-12-31,EUR,3730664528.7
ENT.L,2024,2024-12-31,EUR,5309027444.85206
PHP.L,2024,2024-12-31,EUR,1506853186.02311
LTMC.MI,2024,2024-12-31,EUR,3258613835.4
SOBIV.ST,2024,2024-12-31,EUR,10039878358.1723
SN.L,2024,2024-12-31,EUR,10475513379.5319
SEBa.ST,2024,2024-12-31,EUR,28561633123.8873
SWEDa.ST,2024,2024-12-31,EUR,21098828774.5434
MOWI.OL,2024,2024-12-31,EUR,8730736315.72016
RECI.MI,2024,2024-12-31,EUR,10822226823.0
SDFGn.DE,2024,2024-12-31,EUR,1921743000.0
BALF.L,2024,2024-12-31,EUR,2841406386.08783
ALLN.S,2024,2024-12-31,EUR,2938655759.64833
BOLL.PA,2024,2024-12-31,EUR,16941918407.04
BUCN.S,2024,2024-12-31,EUR,3596691593.2614
FMEG.DE,2024,2024-12-31,EUR,12772287434.97
AXFO.ST,2024,2024-12-31,EUR,4470980316.59524
MICP.PA,2024,2024-12-31,EUR,22442679647.4
ATCOa.ST,2024,2024-12-31,EUR,71106999049.6682
NEXS.PA,2024,2024-12-31,EUR,4559102196.0
SJP.L,2024,2024-12-31,EUR,5706275322.40777
BLND.L,2024,2024-12-31,EUR,4351477304.50838
UPM.HE,2024,2024-12-31,EUR,14506936298.82
TELIA.ST,2024,2024-12-31,EUR,10714843242.3573
NIBEb.ST,2024,2024-12-31,EUR,7695409985.59851
SAGAb.ST,2024,2024-12-31,EUR,7122851507.67872
AAL.L,2024,2024-12-31,EUR,33012594795.2543
BNZL.L,2024,2024-12-31,EUR,13190738003.2745
BNPP.PA,2024,2024-12-31,EUR,66966607936.62
ALCC.S,2024,2024-12-31,EUR,40769272704.6025
AMUN.PA,2024,2024-12-31,EUR,13187916620.4
SFZN.S,2024,2024-12-31,EUR,4786946156.2211
PKO.WA,2024,2024-12-31,EUR,17343391535.2817
RACE.MI,2024,2024-12-31,EUR,79353495790.8
LEGn.DE,2024,2024-12-31,EUR,6063320124.3
PRU.L,2024,2024-12-31,EUR,20456844106.8614
KMAR.OL,2024,2024-12-31,EUR,
BIRG.I,2024,2024-12-31,EUR,8836020543.406
MONC.MI,2024,2024-12-31,EUR,14004111415.84
TEPRF.PA,2024,2024-12-31,EUR,4976757218.8
VIE.PA,2024,2024-12-31,EUR,20079092202.88
EXPN.L,2024,2024-12-31,EUR,38289597510.6526
HEIG.DE,2024,2024-12-31,EUR,21957415272.0
UMI.BR,2024,2024-12-31,EUR,2452912000.0
ITPG.MI,2024,2024-12-31,EUR,4712295844.32
VAR.OL,2024,2024-12-31,EUR,7957708022.62997
TRYG.CO,2024,2024-12-31,EUR,12696434224.6441
CAPP.PA,2024,2024-12-31,EUR,27098602538.65
SYENS.BR,2024,2024-12-31,EUR,7424177070.24
BOUY.PA,2024,2024-12-31,EUR,10815441256.38
SSABb.ST,2024,2024-12-31,EUR,3879497897.87858
WBSV.VI,2024,2024-12-31,EUR,2949733855.2
ENR1n.DE,2024,2024-12-31,EUR,40636905758.08
KOG.OL,2024,2024-12-31,EUR,15695760054.2311
AMA.MC,2024,2024-12-31,EUR,30724045781.0
SHEL.AS,2024,2024-12-31,EUR,182966536750.759
ZEG.L,2024,2024-12-31,EUR,3390930351.28009
DTGGe.DE,2024,2024-12-31,EUR,28903192548.5
PSON.L,2024,2024-12-31,EUR,10321843447.2293
KEMIRA.HE,2024,2024-12-31,EUR,3092870309.87
FHZN.S,2024,2024-12-31,EUR,7129653101.48095
BATS.L,2024,2024-12-31,EUR,76898959368.7428
AVANZ.ST,2024,2024-12-31,EUR,3769498566.34585
FLS.CO,2024,2024-12-31,EUR,2784687730.11219
GALD.S,2024,2024-12-31,EUR,25919955818.0493
SCAb.ST,2024,2024-12-31,EUR,8694888505.48021
ISP.MI,2024,2024-12-31,EUR,68544131428.85
SKFb.ST,2024,2024-12-31,EUR,8343060366.49621
VLLP.PA,2024,2024-12-31,EUR,3857916273.4
NDAFI.HE,2024,2024-12-31,EUR,37425622524.655
ROCKb.CO,2024,2024-12-31,EUR,7357469641.76774
LISP.S,2024,2024-12-31,EUR,25090865533.6217
RS1R.L,2024,2024-12-31,EUR,3904018588.11119
RUBF.PA,2024,2024-12-31,EUR,2463415953.36
ENGIE.PA,2024,2024-12-31,EUR,36860963418.7832
SGRO.L,2024,2024-12-31,EUR,11463518959.8578
EVDG.DE,2024,2024-12-31,EUR,8155200000.0
HSX.L,2024,2024-12-31,EUR,4449423873.79274
YAR.OL,2024,2024-12-31,EUR,6644464001.81621
ACCP.PA,2024,2024-12-31,EUR,11462129548.8
ADDTb.ST,2024,2024-12-31,EUR,7254212891.60384
BOL.ST,2024,2024-12-31,EUR,7562992108.88274
HSBA.L,2024,2024-12-31,EUR,170295022177.159
HOCM.L,2024,2024-12-31,EUR,1330412804.78323
CBKG.DE,2024,2024-12-31,EUR,18433449780.04
SAF.PA,2024,2024-12-31,EUR,89852471702.7
ENEI.MI,2024,2024-12-31,EUR,71420926620.65
SHLG.DE,2024,2024-12-31,EUR,57776160000.0
GL9.I,2024,2024-12-31,EUR,3451153315.92
BMPS.MI,2024,2024-12-31,EUR,8452517927.26
MWDP.PA,2024,2024-12-31,EUR,4132742621.15
ADSGn.DE,2024,2024-12-31,EUR,42606000000.0
UBSG.S,2024,2024-12-31,EUR,105248744542.022
ELI.BR,2024,2024-12-31,EUR,5470021681.19772
HNRGn.DE,2024,2024-12-31,EUR,29811611524.8
HIAB.HE,2024,2024-12-31,EUR,3285305838.96732
LIGHT.AS,2024,2024-12-31,EUR,2769668656.04
DGE.L,2024,2024-12-31,EUR,68232157094.6777
GBLB.BR,2024,2024-12-31,EUR,9141320000.0
LGEN.L,2024,2024-12-31,EUR,16365227882.1301
SAMPO.HE,2024,2024-12-31,EUR,21362084548.4
TKAG.DE,2024,2024-12-31,EUR,1876515480.31679
SUBC.OL,2024,2024-12-31,EUR,4859706383.48994
EDP.LS,2024,2024-12-31,EUR,12932810839.784
RR.L,2024,2024-12-31,EUR,58438393205.961
ASRNL.AS,2024,2024-12-31,EUR,9674549052.84
MBGn.DE,2024,2024-12-31,EUR,50918347814.64
BYG.L,2024,2024-12-31,EUR,2282077516.2235
INPST.AS,2024,2024-12-31,EUR,8255000000.0
BKWB.S,2024,2024-12-31,EUR,8950654837.26051
TUI1n.DE,2024,2024-12-31,EUR,4246182884.144
CARLb.CO,2024,2024-12-31,EUR,13166982728.9732
AIXGn.DE,2024,2024-12-31,EUR,1691063468.6
VATN.S,2024,2024-12-31,EUR,1794879930.6651
MRL.MC,2024,2024-12-31,EUR,5727444973.84
ERICb.ST,2024,2024-12-31,EUR,26597381990.8475
AD.AS,2024,2024-12-31,EUR,28986344534.66
TE.PA,2024,2024-12-31,EUR,4584332795.6
SFSN.S,2024,2024-12-31,EUR,5218950782.64699
ABBN.S,2024,2024-12-31,EUR,97703996032.3771
SBNOR.OL,2024,2024-12-31,EUR,1328991765.09279
DBKGn.DE,2024,2024-12-31,EUR,33526944375.144
BNRGn.DE,2024,2024-12-31,EUR,8460982799.2
BZU.MI,2024,2024-12-31,EUR,6926836497.84
ABVX.PA,2024,2024-12-31,EUR,876125164.670756
NESTE.HE,2024,2024-12-31,EUR,9580523727.39
TSCO.L,2024,2024-12-31,EUR,30013572825.7615
DKSH.S,2024,2024-12-31,EUR,4717523279.15825
ITX.MC,2024,2024-12-31,EUR,154710605280.0
ADML.L,2024,2024-12-31,EUR,9570341024.67294
MOBN.S,2024,2024-12-31,EUR,2303768165.72742
PGHN.S,2024,2024-12-31,EUR,35522126273.9485
VSURE.ST,2024,2024-12-31,EUR,
SALM.OL,2024,2024-12-31,EUR,6218550639.73152
CARR.PA,2024,2024-12-31,EUR,9158063384.97742
DHLn.DE,2024,2024-12-31,EUR,40704000000.0
BAER.S,2024,2024-12-31,EUR,12855130392.9206
STAN.L,2024,2024-12-31,EUR,28976717420.2524
NESN.S,2024,2024-12-31,EUR,209057548645.673
SPMI.MI,2024,2024-12-31,EUR,5312281641.584
LVMH.PA,2024,2024-12-31,EUR,317967150350.0
DNB.OL,2024,2024-12-31,EUR,29304595490.1688
VOES.VI,2024,2024-12-31,EUR,3237096325.19
GEBN.S,2024,2024-12-31,EUR,19215104157.558
RAAG.DE,2024,2024-12-31,EUR,9420045000.0
BRBY.L,2024,2024-12-31,EUR,4246575448.21354
TLIT.MI,2024,2024-12-31,EUR,5586677401.8194
KNEBV.HE,2024,2024-12-31,EUR,25321003983.8
SAN.MC,2024,2024-12-31,EUR,67648301971.569
PRTP.PA,2024,2024-12-31,EUR,29405000358.5
NDXG.DE,2024,2024-12-31,EUR,2778291777.0
PNDORA.CO,2024,2024-12-31,EUR,14515141193.4751
AYV.PA,2024,2024-12-31,EUR,5347006001.26
ZURN.S,2024,2024-12-31,EUR,85202093171.5609
ABI.BR,2024,2024-12-31,EUR,97428425197.25
HEXAb.ST,2024,2024-12-31,EUR,25090473337.8875
ASMI.AS,2024,2024-12-31,EUR,27564792622.4
HEIN.AS,2024,2024-12-31,EUR,39571379513.1
KGF.L,2024,2024-12-31,EUR,5449017615.42189
AVOL.S,2024,2024-12-31,EUR,5612037553.73208
MNG.L,2024,2024-12-31,EUR,5747096289.06233
BAMI.MI,2024,2024-12-31,EUR,11772965119.02
HAGG.DE,2024,2024-12-31,EUR,3906210000.0
A2.MI,2024,2024-12-31,EUR,6851663840.799
TPE.WA,2024,2024-12-31,EUR,1559251721.0292
BEIJb.ST,2024,2024-12-31,EUR,7354279941.17295
FNTGn.DE,2024,2024-12-31,EUR,3315673846.9872
CLNX.MC,2024,2024-12-31,EUR,21554563691.25
VWS.CO,2024,2024-12-31,EUR,14178962547.3481
KPN.AS,2024,2024-12-31,EUR,13669590433.33
ITRK.L,2024,2024-12-31,EUR,9221145124.90993
TTEF.PA,2024,2024-12-31,EUR,127964163507.57
MTXGn.DE,2024,2024-12-31,EUR,17315338111.3
DSFIR.AS,2024,2024-12-31,EUR,25961896635.36
AGES.BR,2024,2024-12-31,EUR,8815848670.3
SCMN.S,2024,2024-12-31,EUR,27915870871.8611
VID.MC,2024,2024-12-31,EUR,3114915836.5045
TEF.MC,2024,2024-12-31,EUR,22323426038.098
PIRC.MI,2024,2024-12-31,EUR,5520000000.0
PHG.AS,2024,2024-12-31,EUR,22934520969.6
DAST.PA,2024,2024-12-31,EUR,44837584660.5
LAND.L,2024,2024-12-31,EUR,5257209364.95161
INF.L,2024,2024-12-31,EUR,12834366278.7888
TENR.MI,2024,2024-12-31,EUR,21447062603.96
III.L,2024,2024-12-31,EUR,41922442098.8339
RMV.L,2024,2024-12-31,EUR,6076670747.34711
CCH.L,2024,2024-12-31,EUR,11956543442.4932
PSHG_p.DE,2024,2024-12-31,EUR,11104625000.0
CWK.L,2024,2024-12-31,EUR,3180220382.86843
ACS.MC,2024,2024-12-31,EUR,13159435355.3697
BKT.MC,2024,2024-12-31,EUR,6867337416.56
ACPP.WA,2024,2024-12-31,EUR,1846144333.24632
GETP.PA,2024,2024-12-31,EUR,8472750000.0
STLAM.MI,2024,2024-12-31,EUR,47483958882.42
KCRA.HE,2024,2024-12-31,EUR,4915714434.76373
MBK.WA,2024,2024-12-31,EUR,5421188170.70751
ELISA.HE,2024,2024-12-31,EUR,7088313692.28
SBRY.L,2024,2024-12-31,EUR,7483873767.44762
SWECb.ST,2024,2024-12-31,EUR,5311711302.75981
SGSN.S,2024,2024-12-31,EUR,18497447247.4502
BAB.L,2024,2024-12-31,EUR,3057951387.4349
KNIN.S,2024,2024-12-31,EUR,26816320971.7103
NEXII.MI,2024,2024-12-31,EUR,6635657131.35
DNP.WA,2024,2024-12-31,EUR,9207004025.16824
DTEGn.DE,2024,2024-12-31,EUR,145454997245.32
FBK.MI,2024,2024-12-31,EUR,10322835319.165
ISS.CO,2024,2024-12-31,EUR,3316464049.0472
IHG.L,2024,2024-12-31,EUR,20507227401.7809
BESI.AS,2024,2024-12-31,EUR,10735713437.4
GALE.S,2024,2024-12-31,EUR,4008341004.1841
SATG_p.DE,2024,2024-12-31,EUR,14504256000.0
SAABb.ST,2024,2024-12-31,EUR,11051830114.6141
BARN.S,2024,2024-12-31,EUR,7070876693.55842
REDE.MC,2024,2024-12-31,EUR,8927820000.0
EMG.L,2024,2024-12-31,EUR,3082829681.26869
ARDS.AS,2024,2024-12-31,EUR,5318030230.8
ROR.L,2024,2024-12-31,EUR,3209529219.5717
UTG.L,2024,2024-12-31,EUR,4763771038.89751
BVI.PA,2024,2024-12-31,EUR,13316590396.8
CFR.S,2024,2024-12-31,EUR,154181775010.474
KGX.DE,2024,2024-12-31,EUR,4157685123.43
LAGRb.ST,2024,2024-12-31,EUR,3829788409.6071
WRT1V.HE,2024,2024-12-31,EUR,10298945602.95
TRELb.ST,2024,2024-12-31,EUR,8082498329.47535
SIEGn.DE,2024,2024-12-31,EUR,151296000000.0
JMT.LS,2024,2024-12-31,EUR,11610459909.0
EQTAB.ST,2024,2024-12-31,EUR,33551225229.9941
RILBA.CO,2024,2024-12-31,EUR,4362160407.02132
SDLF.L,2024,2024-12-31,EUR,6182183403.04444
PZU.WA,2024,2024-12-31,EUR,9389197815.40608
IGG.L,2024,2024-12-31,EUR,4245427864.38724
HIK.L,2024,2024-12-31,EUR,5343926048.17629
EONGn.DE,2024,2024-12-31,EUR,30375166200.0
MTO.L,2024,2024-12-31,EUR,1683753508.83619
BAES.L,2024,2024-12-31,EUR,41795203475.8838
BP.L,2024,2024-12-31,EUR,76845781362.777
HOLMb.ST,2024,2024-12-31,EUR,5791513370.34016
GTT.PA,2024,2024-12-31,EUR,4773345479.2
INGP.WA,2024,2024-12-31,EUR,7417176788.83869
TEL.OL,2024,2024-12-31,EUR,15159917924.0169
SHBa.ST,2024,2024-12-31,EUR,20196950146.0317
CVO.PA,2024,2024-12-31,EUR,5336033195.10382
LDOF.MI,2024,2024-12-31,EUR,15066599293.7
ADP.PA,2024,2024-12-31,EUR,11053899243.4
IBE.MC,2024,2024-12-31,EUR,84644471000.1298
DCC.L,2024,2024-12-31,EUR,6147106211.98829
WEIR.L,2024,2024-12-31,EUR,6851723630.20807
NKT.CO,2024,2024-12-31,EUR,3746046746.2058
UU.L,2024,2024-12-31,EUR,8664528689.20217
ALKb.CO,2024,2024-12-31,EUR,4861640533.95789
CONG.DE,2024,2024-12-31,EUR,9761362802.43298
TBCG.L,2024,2024-12-31,EUR,2122227771.0897
ABF.L,2024,2024-12-31,EUR,18079470423.0412
SVT.L,2024,2024-12-31,EUR,9098518257.61111
ALFA.ST,2024,2024-12-31,EUR,17008218655.3514
ALLFG.AS,2024,2024-12-31,EUR,3077536170.24
EDPR.LS,2024,2024-12-31,EUR,10440152944.84
HWDN.L,2024,2024-12-31,EUR,5271478742.75431
ITV.L,2024,2024-12-31,EUR,3371397976.82312
PST.MI,2024,2024-12-31,EUR,17952481950.0
ENAG.MC,2024,2024-12-31,EUR,3086243071.72
MRCG.DE,2024,2024-12-31,EUR,61021075177.3
SHCS.L,2024,2024-12-31,EUR,2962156046.77245
MUVGn.DE,2024,2024-12-31,EUR,65743181060.5
KESKOB.HE,2024,2024-12-31,EUR,7314598361.68
SGOB.PA,2024,2024-12-31,EUR,42768651331.8
LMPL.L,2024,2024-12-31,EUR,4455730562.51447
BASFn.DE,2024,2024-12-31,EUR,38021444186.4
AZMT.MI,2024,2024-12-31,EUR,3458163557.58
SUNB.L,2024,2024-12-31,EUR,
RBIV.VI,2024,2024-12-31,EUR,6286036157.31
SB1NO.OL,2024,2024-12-31,EUR,4734637965.0119
ACKB.BR,2024,2024-12-31,EUR,6316551375.0
SIGNC.S,2024,2024-12-31,EUR,7411255695.83265
KBCA.BR,2024,2024-12-31,EUR,3889098122.0
SDZ.S,2024,2024-12-31,EUR,17643750398.5906
SRG.MI,2024,2024-12-31,EUR,14619731469.15
AV.L,2024,2024-12-31,EUR,15169235099.4631
ZAB.WA,2024,2024-12-31,EUR,4797382282.25341
DIOR.PA,2024,2024-12-31,EUR,109207047180.0
SIKA.S,2024,2024-12-31,EUR,36495441709.1902
SAVE.ST,2024,2024-12-31,EUR,5237325741.25148
ABNd.AS,2024,2024-12-31,EUR,7693125411.44
BC8G.DE,2024,2024-12-31,EUR,3948840000.0
ANA.MC,2024,2024-12-31,EUR,5962918181.1
SUN.S,2024,2024-12-31,EUR,4882218261.70332
LEGD.PA,2024,2024-12-31,EUR,24661588731.32
SOPR.PA,2024,2024-12-31,EUR,3513656871.0
SKAb.ST,2024,2024-12-31,EUR,8698121565.56707
SPX.L,2024,2024-12-31,EUR,6111463180.93001
LONN.S,2024,2024-12-31,EUR,41198356135.4225
CABK.MC,2024,2024-12-31,EUR,37567974561.656
BEIG.DE,2024,2024-12-31,EUR,30677600000.0
GETIb.ST,2024,2024-12-31,EUR,4370130337.50119
STDM.PA,2024,2024-12-31,EUR,18366247423.5
BEAN.S,2024,2024-12-31,EUR,7981699152.16913
INVP.L,2024,2024-12-31,EUR,6132090904.8306
PKN.WA,2024,2024-12-31,EUR,13419490807.9709
TW.L,2024,2024-12-31,EUR,5223210777.63792
PAFR.L,2024,2024-12-31,EUR,842362513.742416
NN.AS,2024,2024-12-31,EUR,11316830000.0
AKRBP.OL,2024,2024-12-31,EUR,12593072894.8497
IMCD.AS,2024,2024-12-31,EUR,8481997856.5
THULE.ST,2024,2024-12-31,EUR,3244744366.47019
IFXGn.DE,2024,2024-12-31,EUR,40999394096.115
CAGR.PA,2024,2024-12-31,EUR,40415302348.83
HBANC.S,2024,2024-12-31,EUR,8683052021.2357
TCFP.PA,2024,2024-12-31,EUR,28553846237.45
ABDN.L,2024,2024-12-31,EUR,3139758939.70109
VOPA.AS,2024,2024-12-31,EUR,5007186290.0
SECTb.ST,2024,2024-12-31,EUR,4812375694.94978
BALDb.ST,2024,2024-12-31,EUR,7313453167.87961
RENA.PA,2024,2024-12-31,EUR,13913733462.2
VACN.S,2024,2024-12-31,EUR,11036423519.0487
ERST.VI,2024,2024-12-31,EUR,23957619450.24
CTEC.L,2024,2024-12-31,EUR,5479194942.95543
PERP.PA,2024,2024-12-31,EUR,27497342255.0
AMBUb.CO,2024,2024-12-31,EUR,3791840708.51154
UNPI.MI,2024,2024-12-31,EUR,8530760010.12
BARC.L,2024,2024-12-31,EUR,46725435138.2254
TEMN.S,2024,2024-12-31,EUR,5179102284.35384
ORK.OL,2024,2024-12-31,EUR,8456060069.06112
NOVN.S,2024,2024-12-31,EUR,208238910120.23
UMG.AS,2024,2024-12-31,EUR,45219830547.12
WTB.L,2024,2024-12-31,EUR,6280662530.68695
BAKKA.OL,2024,2024-12-31,EUR,3229362640.19213
MYCR.ST,2024,2024-12-31,EUR,3459488851.25273
NOD.OL,2024,2024-12-31,EUR,1697937968.48244
SCOR.PA,2024,2024-12-31,EUR,4240122289.8
DB1Gn.DE,2024,2024-12-31,EUR,42141540000.0
DANO.PA,2024,2024-12-31,EUR,44252555893.92
BFT.WA,2024,2024-12-31,EUR,1991831869.38185
WPP.L,2024,2024-12-31,EUR,10786480351.4048
HRMS.PA,2024,2024-12-31,EUR,245132174664.0
SQN.S,2024,2024-12-31,EUR,5799396815.80894
HMb.ST,2024,2024-12-31,EUR,20930227898.4473
RYA.I,2024,2024-12-31,EUR,20608790186.175
BIOX.PA,2024,2024-12-31,EUR,12250386270.0
INGA.AS,2024,2024-12-31,EUR,47620028447.49
HRA.MI,2024,2024-12-31,EUR,5156783135.19
IDR.MC,2024,2024-12-31,EUR,3017257186.16
EXOR.AS,2024,2024-12-31,EUR,30764874166.95
BTRW.L,2024,2024-12-31,EUR,7717039270.9548
ARGX.BR,2024,2024-12-31,EUR,36220590000.0
LIFCOb.ST,2024,2024-12-31,EUR,12960559877.5628
KSP.I,2024,2024-12-31,EUR,12819424316.55
EZJ.L,2024,2024-12-31,EUR,5129621600.93332
VNAn.DE,2024,2024-12-31,EUR,24405817755.5
AIRP.PA,2024,2024-12-31,EUR,90740055329.88
JMAT.L,2024,2024-12-31,EUR,2717812481.36412
BMEB.L,2024,2024-12-31,EUR,4244469474.89691
REY.MI,2024,2024-12-31,EUR,5828700482.4
BCP.LS,2024,2024-12-31,EUR,7023471130.6944
QQ.L,2024,2024-12-31,EUR,2813353783.35753
INCH.L,2024,2024-12-31,EUR,3667820762.20576
AKZO.AS,2024,2024-12-31,EUR,9898375936.68
WIHL.ST,2024,2024-12-31,EUR,2825546700.9285
NEKG.DE,2024,2024-12-31,EUR,10926300000.0
ESSITYb.ST,2024,2024-12-31,EUR,18224274943.9401
ACLN.S,2024,2024-12-31,EUR,4752391639.72693
SAND.ST,2024,2024-12-31,EUR,22049767535.7867
METSO.HE,2024,2024-12-31,EUR,7563544542.56
GBFG.DE,2024,2024-12-31,EUR,1729893112.0
ZALG.DE,2024,2024-12-31,EUR,8504070535.26
ANDR.VI,2024,2024-12-31,EUR,5135520000.0
FER.MC,2024,2024-12-31,EUR,30026349903.3068
INVEb.ST,2024,2024-12-31,EUR,79423412663.67
TLXGn.DE,2024,2024-12-31,EUR,21213511610.65
PRY.MI,2024,2024-12-31,EUR,18652232557.98
SOON.S,2024,2024-12-31,EUR,18878336719.1307
BT.L,2024,2024-12-31,EUR,17332333011.7776
FPE3_p.DE,2024,2024-12-31,EUR,4805080000.0
EUFI.PA,2024,2024-12-31,EUR,9515902133.73
AKE.PA,2024,2024-12-31,EUR,5594274120.05
AZN.L,2024,2024-12-31,EUR,196142085637.859
CNA.L,2024,2024-12-31,EUR,8219774825.15531
RXL.PA,2024,2024-12-31,EUR,7336533497.4
ASML.AS,2024,2024-12-31,EUR,271208747364.5
COLOb.CO,2024,2024-12-31,EUR,23967448342.3773
ESLX.PA,2024,2024-12-31,EUR,107788696555.6
GSK.L,2024,2024-12-31,EUR,67447698747.9362
PUBP.PA,2024,2024-12-31,EUR,26194121580.0
REL.L,2024,2024-12-31,EUR,81622152785.4657
ELE.MC,2024,2024-12-31,EUR,21990281470.09
ORAN.PA,2024,2024-12-31,EUR,25611024935.172
RBREW.CO,2024,2024-12-31,EUR,3453461059.67376
SY1G.DE,2024,2024-12-31,EUR,14312658329.6
CMBN.S,2024,2024-12-31,EUR,2685401541.51068
ORNBV.HE,2024,2024-12-31,EUR,6156179127.9
BBOXT.L,2024,2024-12-31,EUR,3977988986.11163
EBP.WA,2024,2024-12-31,EUR,11027436364.9011
EDEN.PA,2024,2024-12-31,EUR,7682673865.0
HOTG.DE,2024,2024-12-31,EUR,10288976120.0
TEGG.DE,2024,2024-12-31,EUR,2500718606.25
AG1G.DE,2024,2024-12-31,EUR,3474609168.25
ASSAb.ST,2024,2024-12-31,EUR,31862777737.3029
GIVN.S,2024,2024-12-31,EUR,38910012163.0835
VIS.MC,2024,2024-12-31,EUR,2836499928.69219
VOD.L,2024,2024-12-31,EUR,21054019146.9848
TRN.MI,2024,2024-12-31,EUR,15557338080.0
GF.S,2024,2024-12-31,EUR,5913664695.52521
SMIN.L,2024,2024-12-31,EUR,7127366381.20677
MNDI.L,2024,2024-12-31,EUR,6358332945.96002
VERB.VI,2024,2024-12-31,EUR,24979187823.4
BAVA.CO,2024,2024-12-31,EUR,2103278162.48889
STB.OL,2024,2024-12-31,EUR,4660312005.56706
AUTOA.L,2024,2024-12-31,EUR,8522378087.69272
VZN.S,2024,2024-12-31,EUR,6349254877.78022
FRO.OL,2024,2024-12-31,EUR,3185890312.62843
RTO.L,2024,2024-12-31,EUR,12227348835.5879
LOIM.PA,2024,2024-12-31,EUR,7974740581.6
SUNN.S,2024,2024-12-31,EUR,3067667014.73558
SLHN.S,2024,2024-12-31,EUR,21866934249.97
IPN.PA,2024,2024-12-31,EUR,9278268028.2
FRES.L,2024,2024-12-31,EUR,5373237734.092
IMB.L,2024,2024-12-31,EUR,25835399748.916
RWEG.DE,2024,2024-12-31,EUR,21987946374.52
TUB.BR,2024,2024-12-31,EUR,6329691435.6
VLOF.PA,2024,2024-12-31,EUR,2278027189.248
WLSNc.AS,2024,2024-12-31,EUR,38257990941.2
LLOY.L,2024,2024-12-31,EUR,40127205198.9938
HEIO.AS,2024,2024-12-31,EUR,16662545218.8
SRENH.S,2024,2024-12-31,EUR,45004395021.0468
BEZG.L,2024,2024-12-31,EUR,6304938500.8974
NHY.OL,2024,2024-12-31,EUR,10986264482.2368
CPRI.MI,2024,2024-12-31,EUR,7510733201.8
AEGN.AS,2024,2024-12-31,EUR,11475379527.04
LOGN.S,2024,2024-12-31,EUR,13520645582.5526
TCAPI.L,2024,2024-12-31,EUR,2359181707.21294
LATOb.ST,2024,2024-12-31,EUR,15669116720.8674
BGN.MI,2024,2024-12-31,EUR,5284031025.14
SBMO.AS,2024,2024-12-31,EUR,2991088750.4
AOO.BR,2024,2024-12-31,EUR,2672316687.8
IETB.BR,2024,2024-12-31,EUR,9434536139.3
PSPN.S,2024,2024-12-31,EUR,6320369121.09963
CDR.WA,2024,2024-12-31,EUR,4526416504.57924
VOLVb.ST,2024,2024-12-31,EUR,47931470799.6381
STMN.S,2024,2024-12-31,EUR,19229885364.6608
EPIRa.ST,2024,2024-12-31,EUR,20015354945.8136
NAFG.DE,2024,2024-12-31,EUR,3398728258.8
BMWG.DE,2024,2024-12-31,EUR,49533149029.9
EVOG.ST,2024,2024-12-31,EUR,16078988124.3405
DPLM.L,2024,2024-12-31,EUR,6891072099.96904
BWY.L,2024,2024-12-31,EUR,3573263892.69263
AXAF.PA,2024,2024-12-31,EUR,75991268667.6
UNI.MC,2024,2024-12-31,EUR,3276007512.232
NWG.L,2024,2024-12-31,EUR,39137262411.4119
DEMANT.CO,2024,2024-12-31,EUR,7945787866.59923
CRDI.MI,2024,2024-12-31,EUR,59543493843.0
WDPP.BR,2024,2024-12-31,EUR,4285158844.0
ELIS.PA,2024,2024-12-31,EUR,4472958010.5
TOM.OL,2024,2024-12-31,EUR,3806619723.85735
ALEP.WA,2024,2024-12-31,EUR,6988161817.00684
